품종,시장,법인,광역산지,시군산지,도매가격(원/kg),연,월
만생양파,광주각화도매,광주중앙청과,광주,광산,351.05,18,08
만생양파,광주각화도매,광주청과,전남,영광,180.00,18,08
만생양파,광주각화도매,광주청과,전남,해남,157.23,18,08
만생양파,광주각화도매,광주중앙청과,전북,남원,78.95,18,08
만생양파,부산반여도매,부산중앙청과,경남,합천,600.24,18,08
만생양파,부산반여도매,부산중앙청과,경남,창녕,567.37,18,08
만생양파,부산반여도매,부산중앙청과,경남,밀양,479.58,18,08
만생양파,부산반여도매,부산중앙청과,경북,구미,416.58,18,08
만생양파,부산반여도매,부산중앙청과,경남,함양,606.92,18,08
만생양파,부산반여도매,부산중앙청과,경북,군위,578.72,18,08
만생양파,부산반여도매,부산중앙청과,경남,의령,649.25,18,08
만생양파,부산반여도매,부산중앙청과,부산,부산중구,355.06,18,08
만생양파,부산반여도매,부산중앙청과,경북,경산,413.45,18,08
만생양파,부산반여도매,부산중앙청과,경북,영천,408.52,18,08
만생양파,부산반여도매,부산중앙청과,경북,영양,680.00,18,08
만생양파,부산반여도매,부산중앙청과,경북,고령,550.00,18,08
만생양파,부산반여도매,부산중앙청과,경북,봉화,400.00,18,08
만생양파,수원도매,수원청과물,전남,무안,750.21,18,08
만생양파,수원도매,수원청과물,경남,함양,718.79,18,08
만생양파,수원도매,수원청과물,경남,창원의창,482.83,18,08
만생양파,수원도매,수원청과물,대구,달성,479.11,18,08
만생양파,수원도매,수원청과물,경기,수원권선,380.80,18,08
만생양파,수원도매,수원청과물,충남,논산,615.89,18,08
만생양파,수원도매,수원청과물,경기,이천,333.33,18,08
양파(수입),서울강서도매,강서청과,서울,송파,1034.94,18,08
양파(수입),수원도매,수원청과물,인천,인천서구,936.89,18,08
양파(수입),수원도매,수원청과물,전북,군산,936.12,18,08
양파(수입),수원도매,수원청과물,서울,송파,885.45,18,08
양파(수입),안산도매,안산농산물,인천,미추홀,833.33,18,08
중생양파,진주도매,진주중앙청과,경남,산청,637.73,18,08
중생양파,진주도매,진주중앙청과,경남,함양,450.00,18,08
자주양파,서울가락도매,한국청과,전남,무안,918.96,18,08
자주양파,서울가락도매,동화청과,전남,무안,839.53,18,08
자주양파,서울가락도매,중앙청과,경남,함양,872.52,18,08
자주양파,서울가락도매,중앙청과,전남,무안,913.99,18,08
자주양파,서울가락도매,중앙청과,경남,합천,752.20,18,08
자주양파,서울가락도매,동화청과,경남,합천,774.03,18,08
자주양파,서울가락도매,한국청과,경남,창녕,1075.67,18,08
자주양파,서울가락도매,동화청과,전남,신안,838.50,18,08
자주양파,서울가락도매,한국청과,경남,합천,701.07,18,08
자주양파,서울가락도매,한국청과,전남,신안,863.49,18,08
자주양파,서울가락도매,동화청과,전남,함평,809.38,18,08
자주양파,서울가락도매,중앙청과,전남,신안,1058.33,18,08
자주양파,서울가락도매,동화청과,전남,장성,872.26,18,08
자주양파,서울가락도매,중앙청과,전남,장성,900.69,18,08
자주양파,서울가락도매,동화청과,전남,나주,717.14,18,08
자주양파,서울가락도매,한국청과,경남,함양,563.69,18,08
자주양파,서울가락도매,중앙청과,전남,나주,950.00,18,08
자주양파,서울가락도매,한국청과,전남,함평,829.90,18,08
자주양파,서울가락도매,중앙청과,충남,서산,476.72,18,08
자주양파,대구북부도매,효성청과,경남,합천,769.77,18,08
자주양파,대구북부도매,효성청과,경남,창녕,677.01,18,08
자주양파,대구북부도매,효성청과,경북,군위,602.88,18,08
자주양파,대구북부도매,효성청과,대구,달성,749.86,18,08
자주양파,대구북부도매,효성청과,경북,예천,531.03,18,08
자주양파,대구북부도매,대구중앙청과,경남,의령,725.00,18,08
자주양파,대구북부도매,대구중앙청과,경북,군위,550.00,18,08
자주양파,부산엄궁도매,부산청과,경남,창녕,831.08,18,08
자주양파,부산엄궁도매,부산청과,경북,경산,1000.00,18,08
자주양파,서울강서도매,서부청과,대구,달성,761.03,18,08
자주양파,서울강서도매,서부청과,광주,광주남구,857.48,18,08
자주양파,광주각화도매,광주중앙청과,전북,부안,790.13,18,08
자주양파,광주각화도매,광주중앙청과,전남,무안,796.05,18,08
자주양파,광주각화도매,광주청과,전남,무안,758.97,18,08
자주양파,광주각화도매,광주중앙청과,전남,장성,778.08,18,08
자주양파,광주각화도매,광주중앙청과,전남,함평,900.00,18,08
자주양파,광주각화도매,광주중앙청과,전남,장흥,422.73,18,08
자주양파,인천삼산도매,경인농산,경남,창원의창,885.95,18,08
자주양파,인천삼산도매,경인농산,경북,문경,1100.00,18,08
자주양파,인천삼산도매,경인농산,경기,양주,548.39,18,08
자주양파,인천삼산도매,경인농산,전남,무안,800.00,18,08
자주양파,인천삼산도매,경인농산,전북,전주완산,786.26,18,08
자주양파,인천삼산도매,경인농산,서울,서울중구,725.00,18,08
자주양파,인천삼산도매,경인농산,충남,당진,700.00,18,08
자주양파,부산반여도매,부산중앙청과,경남,합천,577.46,18,08
자주양파,부산반여도매,부산중앙청과,경북,영천,650.00,18,08
자주양파,인천남촌도매,인천농산물,경남,창녕,800.00,18,08
자주양파,인천남촌도매,대인농산,전남,광양,1000.00,18,08
자주양파,인천남촌도매,대인농산,경남,합천,800.00,18,08
자주양파,인천남촌도매,인천농산물,경남,합천,725.00,18,08
자주양파,인천남촌도매,대인농산,서울,서울강서,750.00,18,08
자주양파,인천남촌도매,인천농산물,전북,부안,933.33,18,08
자주양파,인천남촌도매,대인농산,인천,부평,775.00,18,08
자주양파,인천남촌도매,대인농산,충남,당진,834.88,18,08
자주양파,인천남촌도매,대인농산,대구,달서,650.00,18,08
자주양파,인천남촌도매,대인농산,경북,의성,700.00,18,08
자주양파,인천남촌도매,인천농산물,충남,당진,533.33,18,08
자주양파,인천남촌도매,대인농산,충남,공주,750.00,18,08
자주양파,수원도매,수원청과물,경남,함양,861.90,18,08
자주양파,수원도매,경기청과,경기,수원권선,700.00,18,08
자주양파,수원도매,수원청과물,전남,무안,900.00,18,08
자주양파,수원도매,경기청과,경남,함양,811.11,18,08
자주양파,광주서부도매,호남청과,전남,함평,657.89,18,08
자주양파,광주서부도매,호남청과,광주,광주서구,760.00,18,08
자주양파,광주서부도매,호남청과,전남,나주,400.00,18,08
자주양파,안산도매,안산농산물,광주,광주남구,934.00,18,08
자주양파,청주도매,청주청과시장,전남,함평,857.36,18,08
자주양파,청주도매,청주청과시장,전남,해남,732.26,18,08
자주양파,청주도매,청주청과시장,충남,공주,275.00,18,08
자주양파,익산도매,이리청과,전북,익산,660.53,18,08
자주양파,창원내서도매,마산청과시장,경남,창원진해,652.58,18,08
자주양파,창원내서도매,마산청과시장,경남,창녕,510.00,18,08
자주양파,창원내서도매,마산청과시장,경남,창원마산회원,850.00,18,08
자주양파,창원팔용도매,창원청과시장,경남,창원의창,650.00,18,08
자주양파,강릉도매,강릉농산물,서울,송파,1085.90,18,08
자주양파,강릉도매,강릉농산물,강원,삼척,773.33,18,08
자주양파,춘천도매,춘천중앙청과,울산,울산남구,932.08,18,08
자주양파,충주도매,충주중원청과,충북,제천,860.00,18,08
자주양파,포항도매,포항청과,경북,포항남,925.00,18,08
자주양파,구미도매,구미중앙청과,경북,구미,521.96,18,08
양파(임시),대구북부도매,대양청과,경남,밀양,641.87,18,08
양파(임시),대구북부도매,대양청과,경북,의성,671.33,18,08
양파(임시),대구북부도매,대양청과,경북,군위,638.89,18,08
양파(임시),대구북부도매,대양청과,경남,창녕,359.09,18,08
양파(임시),대구북부도매,대양청과,경남,합천,663.24,18,08
양파(임시),광주서부도매,호남청과,부산,부산강서,713.72,18,08
양파(임시),광주서부도매,호남청과,전남,무안,663.33,18,08
양파(임시),광주서부도매,호남청과,광주,광산,585.09,18,08
양파(임시),광주서부도매,호남청과,전남,영암,450.72,18,08
양파(임시),광주서부도매,호남청과,전남,함평,284.31,18,08
양파(임시),광주서부도매,호남청과,전북,남원,294.93,18,08
양파(임시),광주서부도매,호남청과,광주,광주서구,523.77,18,08
양파(임시),광주서부도매,호남청과,전남,나주,243.82,18,08
양파(임시),광주서부도매,호남청과,전남,진도,500.00,18,08
양파(임시),광주서부도매,호남청과,전남,해남,97.07,18,08
양파(임시),광주서부도매,호남청과,전남,강진,181.68,18,08
양파(임시),광주서부도매,호남청과,전북,장수,427.05,18,08
양파(임시),광주서부도매,호남청과,경남,함양,530.00,18,08
양파(임시),천안도매,천안청과,경남,합천,774.99,18,08
양파(임시),천안도매,천안청과,충남,태안,575.26,18,08
양파(임시),천안도매,천안청과,경남,거제,654.48,18,08
양파(임시),천안도매,천안청과,경남,창녕,490.12,18,08
양파(임시),천안도매,천안청과,충남,논산,597.84,18,08
양파(임시),천안도매,천안청과,충남,공주,645.74,18,08
양파(임시),천안도매,천안청과,충남,당진,323.35,18,08
양파(임시),천안도매,천안청과,충남,청양,566.14,18,08
양파(임시),천안도매,천안청과,경북,문경,800.00,18,08
양파(임시),천안도매,천안청과,경기,안성,745.00,18,08
양파(임시),천안도매,천안청과,전북,익산,394.23,18,08
양파(임시),천안도매,천안청과,충남,아산,742.93,18,08
양파(임시),원주도매,합동청과,경북,영주,821.33,18,08
양파(임시),원주도매,합동청과,경북,의성,746.67,18,08
양파(임시),원주도매,합동청과,강원,원주,821.94,18,08
양파(임시),원주도매,합동청과,충북,제천,638.39,18,08
양파(임시),원주도매,합동청과,대전,대전동구,623.19,18,08
양파(임시),정읍도매,정일청과,광주,광주북구,335.82,18,08
양파(임시),정읍도매,정일청과,전북,전주완산,439.53,18,08
양파(임시),정읍도매,정일청과,전북,정읍,327.69,18,08
양파(임시),정읍도매,정일청과,전북,고창,291.94,18,08
양파(임시),안동도매,안동청과,경북,의성,445.50,18,08
양파(임시),안동도매,안동청과,경북,안동,348.35,18,08
양파(임시),안동도매,안동청과,경북,예천,515.00,18,08
깐양파,서울가락도매,한국청과,전남,영암,1216.92,18,08
깐양파,서울가락도매,중앙청과,경기,안성,879.85,18,08
깐양파,서울가락도매,중앙청과,경남,함양,1107.00,18,08
깐양파,서울가락도매,중앙청과,전남,무안,1113.04,18,08
깐양파,서울가락도매,중앙청과,경북,김천,1083.70,18,08
깐양파,서울가락도매,한국청과,전북,완주,482.97,18,08
깐양파,서울가락도매,중앙청과,경북,영주,943.83,18,08
깐양파,서울가락도매,한국청과,전남,무안,482.91,18,08
깐양파,서울가락도매,중앙청과,경기,양주,851.43,18,08
깐양파,서울가락도매,중앙청과,경남,창녕,560.00,18,08
깐양파,부산엄궁도매,부산청과,경남,밀양,518.43,18,08
깐양파,광주각화도매,광주중앙청과,전남,무안,726.41,18,08
깐양파,부산반여도매,부산중앙청과,경남,밀양,481.67,18,08
깐양파,인천남촌도매,대인농산,전남,광양,450.00,18,08
깐양파,수원도매,수원청과물,인천,인천서구,1000.00,18,08
깐양파,광주서부도매,호남청과,전남,무안,574.22,18,08
깐양파,광주서부도매,두레청과,전남,진도,400.00,18,08
깐양파,청주도매,청주청과시장,서울,송파,1600.00,18,08
깐양파,익산도매,이리청과,전북,익산,657.26,18,08
깐양파,전주도매,전주청과물,전북,완주,400.00,18,08
깐양파,강릉도매,강릉농산물,서울,송파,960.81,18,08
깐양파,충주도매,충주중원청과,충북,제천,575.16,18,08
깐양파,충주도매,충주중원청과,서울,서울중구,1491.00,18,08
양파(일반),서울가락도매,한국청과,충남,당진,525.52,18,07
양파(일반),서울가락도매,한국청과,충남,예산,534.72,18,07
양파(일반),대구북부도매,대양청과,경북,고령,495.19,18,07
양파(일반),대구북부도매,효성청과,경남,합천,315.72,18,07
양파(일반),대구북부도매,대양청과,경남,창녕,363.60,18,07
양파(일반),대구북부도매,대양청과,경북,김천,395.21,18,07
양파(일반),대구북부도매,효성청과,경남,창녕,327.36,18,07
양파(일반),대구북부도매,효성청과,경북,군위,425.95,18,07
양파(일반),대구북부도매,효성청과,대구,달성,375.01,18,07
양파(일반),대구북부도매,효성청과,경북,영천,495.26,18,07
양파(일반),대구북부도매,대양청과,경남,합천,347.20,18,07
양파(일반),대구북부도매,효성청과,경북,고령,269.36,18,07
양파(일반),대구북부도매,대양청과,대구,달성,308.26,18,07
양파(일반),대구북부도매,대양청과,경남,함양,377.67,18,07
양파(일반),대구북부도매,효성청과,경북,성주,419.38,18,07
양파(일반),대구북부도매,대양청과,경북,군위,408.53,18,07
양파(일반),대구북부도매,대구중앙청과,경남,함양,486.40,18,07
양파(일반),대구북부도매,대구중앙청과,전남,고흥,462.70,18,07
양파(일반),대구북부도매,효성청과,전남,해남,227.87,18,07
양파(일반),대구북부도매,대양청과,전남,강진,192.40,18,07
양파(일반),대구북부도매,대양청과,경남,거창,409.43,18,07
양파(일반),대구북부도매,효성청과,경북,의성,289.69,18,07
양파(일반),대구북부도매,대양청과,전남,고흥,213.17,18,07
양파(일반),대구북부도매,대양청과,경북,영천,318.68,18,07
양파(일반),대구북부도매,대양청과,경남,산청,362.40,18,07
양파(일반),대구북부도매,효성청과,경북,김천,361.04,18,07
양파(일반),대구북부도매,대구중앙청과,대구,대구중구,301.30,18,07
양파(일반),대구북부도매,대양청과,경북,의성,411.47,18,07
양파(일반),대구북부도매,대양청과,경북,칠곡,435.64,18,07
양파(일반),대구북부도매,대양청과,경북,구미,315.61,18,07
양파(일반),대구북부도매,대구중앙청과,경남,창녕,289.11,18,07
양파(일반),대구북부도매,대양청과,경남,밀양,336.64,18,07
양파(일반),대구북부도매,대구중앙청과,경북,경산,425.72,18,07
양파(일반),대구북부도매,대구중앙청과,경북,군위,401.68,18,07
양파(일반),대구북부도매,효성청과,경북,구미,342.63,18,07
양파(일반),대구북부도매,대양청과,경남,창원의창,500.00,18,07
양파(일반),대구북부도매,대양청과,전남,무안,490.67,18,07
양파(일반),대구북부도매,대양청과,경북,안동,380.39,18,07
양파(일반),대구북부도매,효성청과,경북,경산,360.49,18,07
양파(일반),대구북부도매,대구중앙청과,경남,합천,250.71,18,07
양파(일반),대구북부도매,대구중앙청과,경남,밀양,455.15,18,07
양파(일반),대구북부도매,대구중앙청과,경북,김천,456.02,18,07
양파(일반),대구북부도매,효성청과,경북,예천,456.74,18,07
양파(일반),대구북부도매,대양청과,경북,성주,427.08,18,07
양파(일반),대구북부도매,대구중앙청과,경북,구미,388.21,18,07
양파(일반),대구북부도매,대양청과,경북,문경,409.10,18,07
양파(일반),대구북부도매,대양청과,경남,진주,217.46,18,07
양파(일반),대구북부도매,대양청과,경북,경산,315.64,18,07
양파(일반),대구북부도매,대구중앙청과,전남,해남,136.88,18,07
양파(일반),대구북부도매,대구중앙청과,경북,의성,419.05,18,07
양파(일반),대구북부도매,효성청과,경북,안동,398.83,18,07
양파(일반),대구북부도매,대구중앙청과,경북,예천,384.51,18,07
양파(일반),대구북부도매,대양청과,경북,포항남,196.03,18,07
양파(일반),대구북부도매,대양청과,대구,대구중구,280.31,18,07
양파(일반),대구북부도매,대구중앙청과,경남,거창,350.00,18,07
양파(일반),대구북부도매,효성청과,경북,칠곡,191.73,18,07
양파(일반),대구북부도매,효성청과,경북,경주,280.87,18,07
양파(일반),대구북부도매,효성청과,경남,진주,128.21,18,07
양파(일반),대구북부도매,대구중앙청과,경북,고령,344.79,18,07
양파(일반),대구북부도매,효성청과,경북,봉화,495.14,18,07
양파(일반),대구북부도매,대구중앙청과,경북,성주,425.00,18,07
양파(일반),대구북부도매,효성청과,경남,거창,141.03,18,07
양파(일반),대구북부도매,대구중앙청과,경남,의령,200.00,18,07
양파(일반),대구북부도매,효성청과,전북,장수,301.43,18,07
양파(일반),대구북부도매,대구중앙청과,경북,상주,250.00,18,07
양파(일반),대구북부도매,대구중앙청과,경북,영천,75.00,18,07
양파(일반),부산엄궁도매,부산청과,경남,창녕,491.35,18,07
양파(일반),부산엄궁도매,부산청과,부산,부산중구,497.00,18,07
양파(일반),부산엄궁도매,부산청과,경남,합천,309.06,18,07
양파(일반),부산엄궁도매,부산청과,경북,경산,470.00,18,07
양파(일반),부산엄궁도매,부산청과,경남,밀양,262.05,18,07
양파(일반),부산엄궁도매,부산청과,경남,의령,305.59,18,07
양파(일반),부산엄궁도매,부산청과,경남,김해,387.17,18,07
양파(일반),부산엄궁도매,부산청과,경북,고령,250.93,18,07
양파(일반),부산엄궁도매,부산청과,경남,진주,398.64,18,07
양파(일반),부산엄궁도매,부산청과,경남,함안,471.70,18,07
양파(일반),부산엄궁도매,부산청과,경남,산청,427.87,18,07
양파(일반),서울강서도매,강서청과,전남,해남,363.99,18,07
양파(일반),서울강서도매,강서청과,서울,서울강서,351.23,18,07
양파(일반),서울강서도매,강서청과,경남,창녕,526.32,18,07
양파(일반),서울강서도매,강서청과,전남,무안,547.95,18,07
양파(일반),서울강서도매,강서청과,경남,의령,417.97,18,07
양파(일반),서울강서도매,강서청과,경남,합천,350.00,18,07
양파(일반),서울강서도매,강서청과,서울,송파,320.52,18,07
양파(일반),서울강서도매,강서청과,대전,대전서구,443.33,18,07
양파(일반),서울강서도매,강서청과,충남,서산,378.59,18,07
양파(일반),서울강서도매,강서청과,부산,부산강서,619.39,18,07
양파(일반),서울강서도매,강서청과,경기,부천,520.00,18,07
양파(일반),서울강서도매,강서청과,경기,안성,525.00,18,07
양파(일반),서울강서도매,강서청과,경기,파주,390.67,18,07
양파(일반),서울강서도매,강서청과,충남,논산,245.60,18,07
양파(일반),서울강서도매,강서청과,충남,부여,150.00,18,07
양파(일반),인천삼산도매,경인농산,경북,문경,669.41,18,07
양파(일반),인천삼산도매,경인농산,전남,무안,470.84,18,07
양파(일반),인천삼산도매,부평농산,전남,무안,502.49,18,07
양파(일반),인천삼산도매,부평농산,경남,창녕,712.40,18,07
양파(일반),인천삼산도매,부평농산,충남,당진,413.65,18,07
양파(일반),인천삼산도매,경인농산,경북,안동,497.43,18,07
양파(일반),인천삼산도매,부평농산,충남,논산,560.42,18,07
양파(일반),인천삼산도매,부평농산,경남,합천,683.33,18,07
양파(일반),인천삼산도매,경인농산,충남,서산,502.32,18,07
양파(일반),인천삼산도매,경인농산,전북,전주완산,694.41,18,07
양파(일반),인천삼산도매,부평농산,인천,부평,581.13,18,07
양파(일반),인천삼산도매,경인농산,전남,진도,375.69,18,07
양파(일반),인천삼산도매,경인농산,충남,태안,609.68,18,07
양파(일반),인천삼산도매,부평농산,전남,해남,236.57,18,07
양파(일반),인천삼산도매,경인농산,전남,해남,175.11,18,07
양파(일반),인천삼산도매,경인농산,충남,홍성,601.35,18,07
양파(일반),인천삼산도매,경인농산,강원,춘천,550.00,18,07
양파(일반),인천삼산도매,부평농산,부산,부산강서,590.21,18,07
양파(일반),인천삼산도매,경인농산,충남,당진,520.56,18,07
양파(일반),인천삼산도매,경인농산,충남,논산,520.00,18,07
양파(일반),인천삼산도매,부평농산,전북,익산,250.00,18,07
양파(일반),인천삼산도매,경인농산,충남,서천,715.49,18,07
양파(일반),인천삼산도매,부평농산,충남,서산,443.90,18,07
양파(일반),인천삼산도매,부평농산,전북,완주,1007.63,18,07
양파(일반),인천삼산도매,경인농산,경기,안산단원,150.00,18,07
양파(일반),인천삼산도매,경인농산,충남,부여,388.46,18,07
양파(일반),인천삼산도매,경인농산,충북,단양,373.08,18,07
양파(일반),대전노은도매,대전중앙청과,전북,익산,475.60,18,07
양파(일반),대전노은도매,대전중앙청과,경남,함양,357.63,18,07
양파(일반),대전노은도매,대전중앙청과,충남,태안,565.76,18,07
양파(일반),대전노은도매,대전중앙청과,경북,김천,487.30,18,07
양파(일반),대전노은도매,대전중앙청과,경남,창녕,354.90,18,07
양파(일반),대전노은도매,대전중앙청과,경북,문경,558.89,18,07
양파(일반),대전노은도매,대전중앙청과,충남,서산,371.51,18,07
양파(일반),대전노은도매,대전중앙청과,경남,창원의창,287.50,18,07
양파(일반),대전노은도매,대전중앙청과,경남,양산,550.00,18,07
양파(일반),대전노은도매,대전중앙청과,경남,의령,467.16,18,07
양파(일반),대전노은도매,대전중앙청과,경남,거창,476.99,18,07
양파(일반),대전노은도매,대전중앙청과,충남,논산,406.56,18,07
양파(일반),대전노은도매,대전중앙청과,전북,부안,233.75,18,07
양파(일반),대전노은도매,대전중앙청과,경기,양주,325.00,18,07
양파(일반),대전노은도매,대전중앙청과,전북,남원,568.70,18,07
양파(일반),대전노은도매,대전중앙청과,전남,무안,302.26,18,07
양파(일반),대전노은도매,대전중앙청과,충북,영동,311.16,18,07
양파(일반),대전노은도매,대전중앙청과,경남,합천,321.43,18,07
양파(일반),대전노은도매,대전중앙청과,전남,함평,275.38,18,07
양파(일반),대전노은도매,대전중앙청과,충남,서천,297.11,18,07
양파(일반),대전노은도매,대전중앙청과,충남,홍성,172.49,18,07
양파(일반),대전노은도매,대전중앙청과,전북,완주,623.53,18,07
양파(일반),대전노은도매,대전중앙청과,충북,옥천,304.24,18,07
양파(일반),대전노은도매,대전중앙청과,전남,해남,83.61,18,07
양파(일반),대전노은도매,대전중앙청과,충남,공주,297.53,18,07
양파(일반),대전노은도매,대전중앙청과,전북,무주,275.00,18,07
양파(일반),인천남촌도매,인천농산물,경북,문경,724.14,18,07
양파(일반),인천남촌도매,대인농산,경남,함양,577.75,18,07
양파(일반),인천남촌도매,인천농산물,부산,연제,635.30,18,07
양파(일반),인천남촌도매,대인농산,대구,달서,628.64,18,07
양파(일반),인천남촌도매,대인농산,전남,광양,653.69,18,07
양파(일반),인천남촌도매,인천농산물,충남,당진,471.84,18,07
양파(일반),인천남촌도매,인천농산물,충남,논산,555.05,18,07
양파(일반),인천남촌도매,인천농산물,전남,무안,625.01,18,07
양파(일반),인천남촌도매,인천농산물,경남,창녕,650.20,18,07
양파(일반),인천남촌도매,대인농산,인천,부평,467.85,18,07
양파(일반),인천남촌도매,대인농산,충남,공주,472.69,18,07
양파(일반),인천남촌도매,인천농산물,경남,거창,424.15,18,07
양파(일반),인천남촌도매,대인농산,경북,의성,487.67,18,07
양파(일반),인천남촌도매,대인농산,전남,영암,401.22,18,07
양파(일반),인천남촌도매,대인농산,충남,당진,464.23,18,07
양파(일반),인천남촌도매,인천농산물,전남,해남,148.77,18,07
양파(일반),인천남촌도매,대인농산,서울,서울강서,308.33,18,07
양파(일반),인천남촌도매,인천농산물,경북,의성,239.96,18,07
양파(일반),인천남촌도매,대인농산,충남,논산,666.67,18,07
양파(일반),인천남촌도매,대인농산,충남,서천,305.53,18,07
양파(일반),인천남촌도매,인천농산물,인천,강화,300.00,18,07
양파(일반),수원도매,경기청과,경북,문경,709.42,18,07
양파(일반),수원도매,경기청과,전남,해남,440.73,18,07
양파(일반),수원도매,경기청과,경기,수원권선,556.36,18,07
양파(일반),수원도매,경기청과,경남,함양,667.80,18,07
양파(일반),수원도매,경기청과,충남,논산,465.58,18,07
양파(일반),수원도매,경기청과,전북,완주,510.55,18,07
양파(일반),수원도매,경기청과,충남,당진,261.67,18,07
양파(일반),수원도매,수원청과물,경기,평택,800.00,18,07
양파(일반),안산도매,안산농산물,전남,무안,531.47,18,07
양파(일반),안산도매,안산농산물,경북,군위,591.68,18,07
양파(일반),안산도매,안산농산물,경북,영천,533.54,18,07
양파(일반),안산도매,안산농산물,충남,서산,485.49,18,07
양파(일반),안산도매,안산농산물,경남,의령,479.26,18,07
양파(일반),안산도매,안산농산물,전남,함평,421.76,18,07
양파(일반),안산도매,안산농산물,충남,논산,600.00,18,07
양파(일반),안산도매,안산농산물,충남,예산,322.48,18,07
양파(일반),안산도매,안산농산물,충남,태안,600.00,18,07
양파(일반),안산도매,안산농산물,경북,예천,266.67,18,07
양파(일반),안산도매,안산농산물,전북,익산,250.00,18,07
양파(일반),청주도매,청주청과시장,전남,함평,766.22,18,07
양파(일반),청주도매,청주청과시장,충남,논산,618.88,18,07
양파(일반),청주도매,청주청과시장,경남,함안,810.46,18,07
양파(일반),청주도매,청주청과시장,충북,청주상당,505.33,18,07
양파(일반),청주도매,청주청과시장,경북,김천,482.21,18,07
양파(일반),청주도매,청주청과시장,경남,창녕,637.50,18,07
양파(일반),청주도매,청주청과시장,전남,해남,189.83,18,07
양파(일반),청주도매,청주청과시장,전북,익산,518.26,18,07
양파(일반),청주도매,청주청과시장,경남,함양,490.00,18,07
양파(일반),청주도매,청주청과시장,전북,부안,605.00,18,07
양파(일반),청주도매,청주청과시장,대전,유성,842.07,18,07
양파(일반),청주도매,청주청과시장,대전,대전동구,462.69,18,07
양파(일반),청주도매,청주청과시장,충북,진천,459.00,18,07
양파(일반),청주도매,청주청과시장,충남,공주,466.67,18,07
양파(일반),울산도매,울산중앙청과,경남,의령,460.21,18,07
양파(일반),울산도매,울산중앙청과,경남,창녕,512.24,18,07
양파(일반),울산도매,울산중앙청과,경북,영천,545.44,18,07
양파(일반),울산도매,울산중앙청과,울산,울산남구,348.36,18,07
양파(일반),울산도매,울산중앙청과,경북,김천,511.55,18,07
양파(일반),울산도매,울산중앙청과,부산,부산중구,503.39,18,07
양파(일반),울산도매,울산중앙청과,경남,밀양,409.73,18,07
양파(일반),울산도매,울산중앙청과,전남,해남,330.89,18,07
양파(일반),울산도매,울산중앙청과,경북,군위,417.71,18,07
양파(일반),울산도매,울산중앙청과,경북,경산,350.00,18,07
양파(일반),울산도매,울산중앙청과,경북,경주,298.16,18,07
양파(일반),천안도매,천안청과,전남,신안,355.33,18,07
양파(일반),천안도매,천안청과,경기,안성,397.53,18,07
양파(일반),천안도매,천안청과,경남,창녕,502.16,18,07
양파(일반),천안도매,천안청과,충남,논산,225.56,18,07
양파(일반),천안도매,천안청과,대전,대덕,380.00,18,07
양파(일반),천안도매,천안청과,충남,당진,451.06,18,07
양파(일반),천안도매,천안청과,충남,태안,222.73,18,07
양파(일반),천안도매,천안청과,충남,청양,600.00,18,07
양파(일반),천안도매,천안청과,충남,공주,550.00,18,07
양파(일반),익산도매,이리청과,전북,익산,359.37,18,07
양파(일반),전주도매,전주청과물,부산,부산강서,548.21,18,07
양파(일반),창원팔용도매,창원청과시장,경남,창원의창,378.52,18,07
양파(일반),창원팔용도매,창원청과시장,경남,양산,362.00,18,07
양파(일반),창원팔용도매,창원청과시장,경남,창녕,309.18,18,07
양파(일반),창원팔용도매,창원청과시장,경남,진주,511.46,18,07
양파(일반),창원팔용도매,창원청과시장,경남,합천,400.00,18,07
양파(일반),창원팔용도매,창원청과시장,경북,영천,477.44,18,07
양파(일반),창원팔용도매,창원청과시장,광주,광주동구,248.28,18,07
양파(일반),창원팔용도매,창원청과시장,경남,밀양,116.43,18,07
양파(일반),진주도매,진주중앙청과,경남,합천,301.55,18,07
양파(일반),진주도매,진주중앙청과,경남,의령,308.80,18,07
양파(일반),진주도매,진주중앙청과,경남,함양,389.13,18,07
양파(일반),진주도매,진주중앙청과,경남,진주,499.37,18,07
양파(일반),진주도매,진주중앙청과,경남,산청,400.61,18,07
양파(일반),강릉도매,강릉농산물,경북,울진,452.32,18,07
양파(일반),강릉도매,강릉농산물,서울,송파,584.96,18,07
양파(일반),강릉도매,강릉농산물,강원,강릉,467.27,18,07
양파(일반),강릉도매,강릉농산물,강원,삼척,519.99,18,07
양파(일반),강릉도매,강릉농산물,전남,무안,481.23,18,07
양파(일반),강릉도매,강릉농산물,강원,동해,496.55,18,07
양파(일반),춘천도매,춘천중앙청과,경북,청송,591.41,18,07
양파(일반),춘천도매,춘천중앙청과,울산,울산남구,617.18,18,07
양파(일반),춘천도매,춘천중앙청과,대구,대구중구,558.33,18,07
양파(일반),춘천도매,춘천중앙청과,경북,김천,358.90,18,07
양파(일반),충주도매,충주중원청과,충북,충주,587.99,18,07
양파(일반),충주도매,충주중원청과,경북,예천,398.01,18,07
양파(일반),충주도매,충주중원청과,충북,제천,537.62,18,07
양파(일반),충주도매,충주중원청과,경북,의성,501.18,18,07
양파(일반),충주도매,충주중원청과,경북,문경,489.32,18,07
양파(일반),충주도매,충주중원청과,경북,영천,507.71,18,07
양파(일반),충주도매,충주중원청과,경북,영주,555.15,18,07
